"artist" "song" "word"
"booba" "113" "paroles.net"
"booba" "113" "above"
"booba" "113" "lyrics"
"booba" "113" "function"
"booba" "113" "var"
"booba" "113" "opts"
"booba" "113" "artist"
"booba" "113" "booba"
"booba" "113" "song"
"booba" "113" "113"
"booba" "113" "adunit_id"
"booba" "113" "39383816"
"booba" "113" "div_id"
"booba" "113" "cf_async_"
"booba" "113" "math.floor"
"booba" "113" "math.random"
"booba" "113" "999999999"
"booba" "113" "document.write"
"booba" "113" "div"
"booba" "113" "id"
"booba" "113" "opts.div_id"
"booba" "113" "div"
"booba" "113" "var"
"booba" "113" "function"
"booba" "113" "cf.showasyncad"
"booba" "113" "opts"
"booba" "113" "if"
"booba" "113" "typeof"
"booba" "113" "window.cf"
"booba" "113" "undefined"
"booba" "113" "else"
"booba" "113" "cf_async"
"booba" "113" "0"
"booba" "113" "var"
"booba" "113" "r"
"booba" "113" "document.createelement"
"booba" "113" "script"
"booba" "113" "document.getelementsbytagname"
"booba" "113" "script"
"booba" "113" "0"
"booba" "113" "r.async"
"booba" "113" "0"
"booba" "113" "r.src"
"booba" "113" "srv.clickfuse.com"
"booba" "113" "showads"
"booba" "113" "showad.js"
"booba" "113" "r.readystate"
"booba" "113" "r.onreadystatechange"
"booba" "113" "function"
"booba" "113" "if"
"booba" "113" "loaded"
"booba" "113" "r.readystate"
"booba" "113" "complete"
"booba" "113" "r.readystate"
"booba" "113" "r.onreadystatechange"
"booba" "113" "null"
"booba" "113" "r.onload"
"booba" "113" "s.parentnode.insertbefore"
"booba" "113" "r"
"booba" "a-la-folie" "paroles.net"
"booba" "a-la-folie" "above"
"booba" "a-la-folie" "lyrics"
"booba" "a-la-folie" "function"
"booba" "a-la-folie" "var"
"booba" "a-la-folie" "opts"
"booba" "a-la-folie" "artist"
"booba" "a-la-folie" "booba"
"booba" "a-la-folie" "song"
"booba" "a-la-folie" "c3"
"booba" "a-la-folie" "80"
"booba" "a-la-folie" "folie"
"booba" "a-la-folie" "adunit_id"
"booba" "a-la-folie" "39383816"
"booba" "a-la-folie" "div_id"
"booba" "a-la-folie" "cf_async_"
"booba" "a-la-folie" "math.floor"
"booba" "a-la-folie" "math.random"
"booba" "a-la-folie" "999999999"
"booba" "a-la-folie" "document.write"
"booba" "a-la-folie" "div"
"booba" "a-la-folie" "id"
"booba" "a-la-folie" "opts.div_id"
"booba" "a-la-folie" "div"
"booba" "a-la-folie" "var"
"booba" "a-la-folie" "function"
"booba" "a-la-folie" "cf.showasyncad"
"booba" "a-la-folie" "opts"
"booba" "a-la-folie" "if"
"booba" "a-la-folie" "typeof"
"booba" "a-la-folie" "window.cf"
"booba" "a-la-folie" "undefined"
"booba" "a-la-folie" "else"
"booba" "a-la-folie" "cf_async"
"booba" "a-la-folie" "0"
"booba" "a-la-folie" "var"
"booba" "a-la-folie" "r"
"booba" "a-la-folie" "document.createelement"
"booba" "a-la-folie" "script"
"booba" "a-la-folie" "document.getelementsbytagname"
"booba" "a-la-folie" "script"
"booba" "a-la-folie" "0"
"booba" "a-la-folie" "r.async"
"booba" "a-la-folie" "0"
"booba" "a-la-folie" "r.src"
"booba" "a-la-folie" "srv.clickfuse.com"
"booba" "a-la-folie" "showads"
"booba" "a-la-folie" "showad.js"
"booba" "a-la-folie" "r.readystate"
"booba" "a-la-folie" "r.onreadystatechange"
"booba" "a-la-folie" "function"
"booba" "a-la-folie" "if"
"booba" "a-la-folie" "loaded"
"booba" "a-la-folie" "r.readystate"
"booba" "a-la-folie" "complete"
"booba" "a-la-folie" "r.readystate"
"booba" "a-la-folie" "r.onreadystatechange"
"booba" "a-la-folie" "null"
"booba" "a-la-folie" "r.onload"
"booba" "a-la-folie" "s.parentnode.insertbefore"
"booba" "a-la-folie" "r"
"booba" "ac-milan" "paroles"
"booba" "ac-milan" "chanson"
"booba" "ac-milan" "ac"
"booba" "ac-milan" "milan"
"booba" "ac-milan" "booba"
"booba" "ac-milan" "y'a"
"booba" "ac-milan" "plus"
"booba" "ac-milan" "d’espoir"
"booba" "ac-milan" "rouge"
"booba" "ac-milan" "noir"
"booba" "ac-milan" "kopp"
"booba" "ac-milan" "a.c"
"booba" "ac-milan" "milan"
"booba" "ac-milan" "j'fais"
"booba" "ac-milan" "bilan"
"booba" "ac-milan" "plus"
"booba" "ac-milan" "violent"
"booba" "ac-milan" "qu'du"
"booba" "ac-milan" "mma"
"booba" "ac-milan" "qu’une"
"booba" "ac-milan" "double"
"booba" "ac-milan" "frappe"
"booba" "ac-milan" "benzema"
"booba" "ac-milan" "croyais"
"booba" "ac-milan" "quoi"
"booba" "ac-milan" "baiser"
"booba" "ac-milan" "j’suis"
"booba" "ac-milan" "l'tur"
"booba" "ac-milan" "fu"
"booba" "ac-milan" "oublie"
"booba" "ac-milan" "n’intéresses"
"booba" "ac-milan" "personne"
"booba" "ac-milan" "ni"
"booba" "ac-milan" "lci"
"booba" "ac-milan" "ni"
"booba" "ac-milan" "neuf"
"booba" "ac-milan" "deux"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "personne"
"booba" "ac-milan" "respecte"
"booba" "ac-milan" "j'te"
"booba" "ac-milan" "l'dis"
"booba" "ac-milan" "j'te"
"booba" "ac-milan" "l'redis"
"booba" "ac-milan" "j’ai"
"booba" "ac-milan" "bad"
"booba" "ac-milan" "bitch"
"booba" "ac-milan" "bite'zère"
"booba" "ac-milan" "vendredi"
"booba" "ac-milan" "vendredi"
"booba" "ac-milan" "si"
"booba" "ac-milan" "si"
"booba" "ac-milan" "m’attaquer"
"booba" "ac-milan" "n’auriez"
"booba" "ac-milan" "jamais"
"booba" "ac-milan" "dû"
"booba" "ac-milan" "détrôner"
"booba" "ac-milan" "duc"
"booba" "ac-milan" "restera"
"booba" "ac-milan" "jamais"
"booba" "ac-milan" "vu"
"booba" "ac-milan" "met"
"booba" "ac-milan" "hass"
"booba" "ac-milan" "grand"
"booba" "ac-milan" "sénégalais"
"booba" "ac-milan" "sexe"
"booba" "ac-milan" "long"
"booba" "ac-milan" "r.o.h"
"booba" "ac-milan" "2fesses"
"booba" "ac-milan" "n'peux"
"booba" "ac-milan" "braquer"
"booba" "ac-milan" "qu'ton"
"booba" "ac-milan" "petit"
"booba" "ac-milan" "frelon"
"booba" "ac-milan" "j’attaque"
"booba" "ac-milan" "quand"
"booba" "ac-milan" "m’attends"
"booba" "ac-milan" "mi"
"booba" "ac-milan" "homme"
"booba" "ac-milan" "mi"
"booba" "ac-milan" "attentat"
"booba" "ac-milan" "tlf"
"booba" "ac-milan" "o.v.n.i"
"booba" "ac-milan" "crame"
"booba" "ac-milan" "chez"
"booba" "ac-milan" "personne"
"booba" "ac-milan" "aime"
"booba" "ac-milan" "ni"
"booba" "ac-milan" "homme"
"booba" "ac-milan" "ni"
"booba" "ac-milan" "femme"
"booba" "ac-milan" "n'vendez"
"booba" "ac-milan" "aucun"
"booba" "ac-milan" "disque"
"booba" "ac-milan" "bicravez"
"booba" "ac-milan" "d'milligrammes"
"booba" "ac-milan" "lyrics"
"booba" "ac-milan" "résument"
"booba" "ac-milan" "pouèt"
"booba" "ac-milan" "pouèt"
"booba" "ac-milan" "prout"
"booba" "ac-milan" "prout"
"booba" "ac-milan" "bam"
"booba" "ac-milan" "bilibam"
"booba" "ac-milan" "bienvenue"
"booba" "ac-milan" "2013"
"booba" "ac-milan" "kopp"
"booba" "ac-milan" "a.c"
"booba" "ac-milan" "milan"
"booba" "ac-milan" "j'fais"
"booba" "ac-milan" "bilan"
"booba" "ac-milan" "j'suis"
"booba" "ac-milan" "venu"
"booba" "ac-milan" "mettre"
"booba" "ac-milan" "tibias"
"booba" "ac-milan" "i"
"booba" "ac-milan" "craint"
"booba" "ac-milan" "comme"
"booba" "ac-milan" "l'iran"
"booba" "ac-milan" "chez"
"booba" "ac-milan" "fait"
"booba" "ac-milan" "ça"
"booba" "ac-milan" "bien"
"booba" "ac-milan" "sauras"
"booba" "ac-milan" "d'où"
"booba" "ac-milan" "ça"
"booba" "ac-milan" "vient"
"booba" "ac-milan" "missile"
"booba" "ac-milan" "boloss"
"booba" "ac-milan" "anti"
"booba" "ac-milan" "aérien"
"booba" "ac-milan" "mène"
"booba" "ac-milan" "rien"
"booba" "ac-milan" "n'en"
"booba" "ac-milan" "restera"
"booba" "ac-milan" "qu'un"
"booba" "ac-milan" "n'en"
"booba" "ac-milan" "restera"
"booba" "ac-milan" "qu'un"
"booba" "ac-milan" "n'en"
"booba" "ac-milan" "restera"
"booba" "ac-milan" "qu'un"
"booba" "ac-milan" "négro"
"booba" "ac-milan" "n'en"
"booba" "ac-milan" "restera"
"booba" "ac-milan" "qu'un"
"booba" "ac-milan" "fin"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "biff"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "biff"
"booba" "ac-milan" "hé"
"booba" "ac-milan" "n'en"
"booba" "ac-milan" "restera"
"booba" "ac-milan" "qu'un"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "beef"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "beef"
"booba" "ac-milan" "insulté"
"booba" "ac-milan" "mère"
"booba" "ac-milan" "a"
"booba" "ac-milan" "tant"
"booba" "ac-milan" "souffert"
"booba" "ac-milan" "n'leur"
"booba" "ac-milan" "pardonnerai"
"booba" "ac-milan" "jamais"
"booba" "ac-milan" "quand"
"booba" "ac-milan" "six"
"booba" "ac-milan" "pieds"
"booba" "ac-milan" "sous"
"booba" "ac-milan" "terre"
"booba" "ac-milan" "j'suis"
"booba" "ac-milan" "frais"
"booba" "ac-milan" "j'suis"
"booba" "ac-milan" "rezefaitzait"
"booba" "ac-milan" "jusqu'à"
"booba" "ac-milan" "fin"
"booba" "ac-milan" "siècle"
"booba" "ac-milan" "vrais"
"booba" "ac-milan" "négros"
"booba" "ac-milan" "savent"
"booba" "ac-milan" "bien"
"booba" "ac-milan" "donc"
"booba" "ac-milan" "savent"
"booba" "ac-milan" "rien"
"booba" "ac-milan" "rafale"
"booba" "ac-milan" "kawasaki"
"booba" "ac-milan" "n'feront"
"booba" "ac-milan" "nada"
"booba" "ac-milan" "klaoui"
"booba" "ac-milan" "bienvenue"
"booba" "ac-milan" "tataouine"
"booba" "ac-milan" "sec"
"booba" "ac-milan" "clique"
"booba" "ac-milan" "sahraoui"
"booba" "ac-milan" "oui"
"booba" "ac-milan" "oui"
"booba" "ac-milan" "win"
"booba" "ac-milan" "win"
"booba" "ac-milan" "refuses"
"booba" "ac-milan" "monter"
"booba" "ac-milan" "l'ring"
"booba" "ac-milan" "ring"
"booba" "ac-milan" "ni"
"booba" "ac-milan" "couilles"
"booba" "ac-milan" "ni"
"booba" "ac-milan" "bling"
"booba" "ac-milan" "bling"
"booba" "ac-milan" "t'fait"
"booba" "ac-milan" "poches"
"booba" "ac-milan" "ça"
"booba" "ac-milan" "fait"
"booba" "ac-milan" "gling"
"booba" "ac-milan" "gling"
"booba" "ac-milan" "ffhor"
"booba" "ac-milan" "t'es"
"booba" "ac-milan" "grave"
"booba" "ac-milan" "chien"
"booba" "ac-milan" "comme"
"booba" "ac-milan" "émile"
"booba" "ac-milan" "louis"
"booba" "ac-milan" "laounizi"
"booba" "ac-milan" "premier"
"booba" "ac-milan" "rappeur"
"booba" "ac-milan" "pointeur"
"booba" "ac-milan" "double"
"booba" "ac-milan" "uzi"
"booba" "ac-milan" "ennemis"
"booba" "ac-milan" "ikbal"
"booba" "ac-milan" "t'étais"
"booba" "ac-milan" "habs"
"booba" "ac-milan" "m'envoyais"
"booba" "ac-milan" "paquets"
"booba" "ac-milan" "d'pâtes"
"booba" "ac-milan" "aujourd'hui"
"booba" "ac-milan" "parles"
"booba" "ac-milan" "mal"
"booba" "ac-milan" "wallaye"
"booba" "ac-milan" "bilaye"
"booba" "ac-milan" "t'inquiète"
"booba" "ac-milan" "parle"
"booba" "ac-milan" "français"
"booba" "ac-milan" "dit"
"booba" "ac-milan" "merde"
"booba" "ac-milan" "peut"
"booba" "ac-milan" "dire"
"booba" "ac-milan" "qu'il"
"booba" "ac-milan" "bilingue"
"booba" "ac-milan" "tout"
"booba" "ac-milan" "cas"
"booba" "ac-milan" "vilain"
"booba" "ac-milan" "oh"
"booba" "ac-milan" "dieu"
"booba" "ac-milan" "qu'il"
"booba" "ac-milan" "vilain"
"booba" "ac-milan" "ça"
"booba" "ac-milan" "joue"
"booba" "ac-milan" "criminels"
"booba" "ac-milan" "ça"
"booba" "ac-milan" "braque"
"booba" "ac-milan" "foufounes"
"booba" "ac-milan" "oh"
"booba" "ac-milan" "non"
"booba" "ac-milan" "fouine"
"booba" "ac-milan" "n'as"
"booba" "ac-milan" "honte"
"booba" "ac-milan" "agression"
"booba" "ac-milan" "sexuelle"
"booba" "ac-milan" "enfant"
"booba" "ac-milan" "savoir"
"booba" "ac-milan" "arme"
"booba" "ac-milan" "j'suis"
"booba" "ac-milan" "calibré"
"booba" "ac-milan" "j'lis"
"booba" "ac-milan" "d'bouquin"
"booba" "ac-milan" "j'ai"
"booba" "ac-milan" "pics"
"booba" "ac-milan" "cœur"
"booba" "ac-milan" "comme"
"booba" "ac-milan" "paire"
"booba" "ac-milan" "louboutin"
"booba" "ac-milan" "si"
"booba" "ac-milan" "rap"
"booba" "ac-milan" "n'était"
"booba" "ac-milan" "deux"
"booba" "ac-milan" "n'serait"
"booba" "ac-milan" "vraiment"
"booba" "ac-milan" "qu'une"
"booba" "ac-milan" "grosse"
"booba" "ac-milan" "putain"
"booba" "ac-milan" "d'diplôme"
"booba" "ac-milan" "j'suis"
"booba" "ac-milan" "heureux"
"booba" "ac-milan" "fuck"
"booba" "ac-milan" "zéros"
"booba" "ac-milan" "bulletin"
"booba" "ac-milan" "chez"
"booba" "ac-milan" "fait"
"booba" "ac-milan" "ça"
"booba" "ac-milan" "bien"
"booba" "ac-milan" "sauras"
"booba" "ac-milan" "d'où"
"booba" "ac-milan" "ça"
"booba" "ac-milan" "vient"
"booba" "ac-milan" "missile"
"booba" "ac-milan" "boloss"
"booba" "ac-milan" "anti"
"booba" "ac-milan" "aérien"
"booba" "ac-milan" "mène"
"booba" "ac-milan" "rien"
"booba" "ac-milan" "n'en"
"booba" "ac-milan" "restera"
"booba" "ac-milan" "qu'un"
"booba" "ac-milan" "n'en"
"booba" "ac-milan" "restera"
"booba" "ac-milan" "qu'un"
"booba" "ac-milan" "n'en"
"booba" "ac-milan" "restera"
"booba" "ac-milan" "qu'un"
"booba" "ac-milan" "négro"
"booba" "ac-milan" "n'en"
"booba" "ac-milan" "restera"
"booba" "ac-milan" "qu'un"
"booba" "ac-milan" "fin"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "izi"
"booba" "ac-milan" "biff"
